geo_point_2d;geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;insee_com;nom_com;date_modif;notes
48.89321799905205,2.4011203999999995;"{""coordinates"": [2.4011204, 48.89321799905205], ""type"": ""Point""}";n7248185593;NON;18;;public;NON;NON;arceaux;93055;Pantin;2020-11-01T01:00:00+01:00;
48.84535779905177,2.2360971999999997;"{""coordinates"": [2.2360972, 48.84535779905177], ""type"": ""Point""}";n10603809554;NON;4;;public;NON;NON;arceaux;92012;Boulogne-Billancourt;2023-03-01T01:00:00+01:00;
48.871518899051935,2.3921810999999993;"{""coordinates"": [2.3921811, 48.871518899051935], ""type"": ""Point""}";n6719871937;NON;10;;public;NON;NON;arceaux;75120;20e Arrondissement;2020-10-01T02:00:00+02:00;
48.86428099905188,2.444653699999999;"{""coordinates"": [2.4446537, 48.86428099905188], ""type"": ""Point""}";n10582032088;NON;10;;public;NON;NON;arceaux;93048;Montreuil;2023-01-01T01:00:00+01:00;
48.84164629905173,2.4282154999999994;"{""coordinates"": [2.4282155, 48.84164629905173], ""type"": ""Point""}";n2294033341;NON;8;;public;NON;NON;arceaux;94080;Vincennes;2022-01-01T01:00:00+01:00;
48.824033199051605,2.2737394999999996;"{""coordinates"": [2.2737395, 48.824033199051605], ""type"": ""Point""}";n10264935786;NON;8;;public;NON;NON;inconnu;92040;Issy-les-Moulineaux;2022-12-01T01:00:00+01:00;
48.863491499051875,2.3433280999999995;"{""coordinates"": [2.3433281, 48.863491499051875], ""type"": ""Point""}";n6904982112;NON;8;;public;NON;NON;arceaux;75101;1er Arrondissement;2021-05-01T02:00:00+02:00;
48.86051729905184,2.3230382999999986;"{""coordinates"": [2.3230383, 48.86051729905184], ""type"": ""Point""}";n7601938913;NON;4;;public;NON;NON;arceaux;75107;7e Arrondissement;2021-08-01T02:00:00+02:00;
48.826950099051615,2.3651259;"{""coordinates"": [2.3651259, 48.826950099051615], ""type"": ""Point""}";n7513749204;NON;2;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-07-01T02:00:00+02:00;
48.96332319905253,2.2973066999999987;"{""coordinates"": [2.2973067, 48.96332319905253], ""type"": ""Point""}";n8074793627;NON;4;;public;NON;NON;arceaux;93031;Épinay-sur-Seine;2020-11-01T01:00:00+01:00;
48.88043899905198,2.332922499999999;"{""coordinates"": [2.3329225, 48.88043899905198], ""type"": ""Point""}";n10649537086;NON;20;;public;NON;NON;arceaux;75109;9e Arrondissement;2023-02-01T01:00:00+01:00;
48.90282499905212,2.1472344;"{""coordinates"": [2.1472344, 48.90282499905212], ""type"": ""Point""}";n7233541988;NON;0;;public;NON;NON;inconnu;78146;Chatou;2020-02-01T01:00:00+01:00;
48.87464989905195,2.4167535999999985;"{""coordinates"": [2.4167536, 48.87464989905195], ""type"": ""Point""}";n9970176520;NON;4;;public;NON;NON;arceaux;93006;Bagnolet;2022-08-01T02:00:00+02:00;
48.89590159905208,2.189397399999999;"{""coordinates"": [2.1893974, 48.89590159905208], ""type"": ""Point""}";n10756364701;NON;20;;public;NON;NON;arceaux;92050;Nanterre;2023-03-01T01:00:00+01:00;
48.74372939905107,1.9211334999999998;"{""coordinates"": [1.9211335, 48.74372939905107], ""type"": ""Point""}";n10126207454;OUI;20;;public;NON;NON;arceaux;78168;Coignières;2022-10-01T02:00:00+02:00;
48.880342499051984,2.3351332999999994;"{""coordinates"": [2.3351333, 48.880342499051984], ""type"": ""Point""}";n9221775061;NON;16;;public;NON;NON;arceaux;75109;9e Arrondissement;2023-03-01T01:00:00+01:00;
48.83356669905164,2.3244047999999995;"{""coordinates"": [2.3244048, 48.83356669905164], ""type"": ""Point""}";n7489625970;NON;4;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-03-01T01:00:00+01:00;
48.88651429905202,2.3743847000000002;"{""coordinates"": [2.3743847, 48.88651429905202], ""type"": ""Point""}";n3508744498;NON;12;;public;NON;NON;arceaux;75119;19e Arrondissement;2018-05-01T02:00:00+02:00;
48.69084709905072,2.3776246999999997;"{""coordinates"": [2.3776247, 48.69084709905072], ""type"": ""Point""}";n6924130731;NON;3;;public;NON;NON;arceaux;91326;Juvisy-sur-Orge;2020-04-01T02:00:00+02:00;
48.85872139905183,2.3535411999999996;"{""coordinates"": [2.3535412, 48.85872139905183], ""type"": ""Point""}";n9905886840;NON;2;;public;NON;NON;arceaux;75104;4e Arrondissement;2022-10-01T02:00:00+02:00;
48.834825099051685,2.3170124999999997;"{""coordinates"": [2.3170125, 48.834825099051685], ""type"": ""Point""}";n7489638542;NON;18;;public;NON;NON;arceaux;75114;14e Arrondissement;2023-03-01T01:00:00+01:00;
49.02103459905293,2.2313696;"{""coordinates"": [2.2313696, 49.02103459905293], ""type"": ""Point""}";n9949433419;OUI;4;;public;NON;NON;arceaux;95607;Taverny;2023-03-01T01:00:00+01:00;
48.866870199051874,2.4025869999999996;"{""coordinates"": [2.402587, 48.866870199051874], ""type"": ""Point""}";n5691529091;NON;18;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-06-01T02:00:00+02:00;
48.90498389905215,2.5474829999999997;"{""coordinates"": [2.547483, 48.90498389905215], ""type"": ""Point""}";n9916475873;NON;24;;public;NON;NON;arceaux;93014;Clichy-sous-Bois;2022-07-01T02:00:00+02:00;
48.7067058990508,2.3388853000000003;"{""coordinates"": [2.3388853, 48.7067058990508], ""type"": ""Point""}";n3288732385;OUI;0;Local à Vélos;public;NON;OUI;inconnu;91432;Morangis;2015-01-01T01:00:00+01:00;
48.86599779905189,2.370440199999999;"{""coordinates"": [2.3704402, 48.86599779905189], ""type"": ""Point""}";n10130759038;NON;22;;public;NON;NON;arceaux;75111;11e Arrondissement;2022-10-01T02:00:00+02:00;
48.95217119905246,2.232544099999999;"{""coordinates"": [2.2325441, 48.95217119905246], ""type"": ""Point""}";n4572312266;NON;0;;public;NON;NON;inconnu;95018;Argenteuil;2016-12-01T01:00:00+01:00;
48.808587099051486,2.5515934999999996;"{""coordinates"": [2.5515935, 48.808587099051486], ""type"": ""Point""}";n8390857858;NON;4;;public;NON;NON;arceaux;94017;Champigny-sur-Marne;2021-02-01T01:00:00+01:00;
48.94571289905244,2.2497936;"{""coordinates"": [2.2497936, 48.94571289905244], ""type"": ""Point""}";n4569469050;NON;0;;public;NON;NON;inconnu;95018;Argenteuil;2016-12-01T01:00:00+01:00;
48.87939689905197,2.3513728999999994;"{""coordinates"": [2.3513729, 48.87939689905197], ""type"": ""Point""}";n9060161586;NON;8;;public;NON;NON;arceaux;75110;10e Arrondissement;2021-09-01T02:00:00+02:00;
48.829679099051646,2.2671963000000006;"{""coordinates"": [2.2671963, 48.829679099051646], ""type"": ""Point""}";n2641511895;NON;12;;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2021-10-01T02:00:00+02:00;
48.85887359905183,2.3190625999999996;"{""coordinates"": [2.3190626, 48.85887359905183], ""type"": ""Point""}";n8259817269;NON;10;;public;NON;NON;arceaux;75107;7e Arrondissement;2021-06-01T02:00:00+02:00;
48.84263929905173,2.3426268999999995;"{""coordinates"": [2.3426269, 48.84263929905173], ""type"": ""Point""}";n7537095788;NON;10;;public;NON;NON;arceaux;75105;5e Arrondissement;2021-06-01T02:00:00+02:00;
48.60815219905019,2.2973798999999997;"{""coordinates"": [2.2973799, 48.60815219905019], ""type"": ""Point""}";n9762415559;NON;4;;public;NON;NON;arceaux;91103;Brétigny-sur-Orge;2022-05-01T02:00:00+02:00;
48.71550429905088,2.2463046999999996;"{""coordinates"": [2.2463047, 48.71550429905088], ""type"": ""Point""}";n3329577006;NON;4;;public;NON;NON;arceaux;91477;Palaiseau;2022-09-01T02:00:00+02:00;
48.87732149905196,2.3929564000000005;"{""coordinates"": [2.3929564, 48.87732149905196], ""type"": ""Point""}";n8261709454;NON;4;;public;NON;NON;arceaux;75119;19e Arrondissement;2020-12-01T01:00:00+01:00;
48.8500497990518,2.3383884;"{""coordinates"": [2.3383884, 48.8500497990518], ""type"": ""Point""}";n10271673033;NON;12;;public;NON;NON;arceaux;75106;6e Arrondissement;2023-03-01T01:00:00+01:00;
48.887546499052014,2.3257006999999996;"{""coordinates"": [2.3257007, 48.887546499052014], ""type"": ""Point""}";n2665783661;NON;24;;public;NON;NON;arceaux;75118;18e Arrondissement;2023-02-01T01:00:00+01:00;
48.849391699051765,2.3154166;"{""coordinates"": [2.3154166, 48.849391699051765], ""type"": ""Point""}";n4828783071;NON;16;;public;NON;NON;arceaux;75107;7e Arrondissement;2023-02-01T01:00:00+01:00;
49.03339569905302,2.2047692999999997;"{""coordinates"": [2.2047693, 49.03339569905302], ""type"": ""Point""}";n7890588676;NON;12;;public;NON;NON;arceaux;95060;Bessancourt;2022-11-01T01:00:00+01:00;
48.83085949905165,2.3460946999999988;"{""coordinates"": [2.3460947, 48.83085949905165], ""type"": ""Point""}";n10741048754;NON;16;;public;NON;NON;arceaux;75113;13e Arrondissement;2023-03-01T01:00:00+01:00;
48.857748799051826,2.4573849000000005;"{""coordinates"": [2.4573849, 48.857748799051826], ""type"": ""Point""}";n7648880127;NON;8;;public;NON;NON;arceaux;93048;Montreuil;2020-06-01T02:00:00+02:00;
48.84458069905175,2.382413699999999;"{""coordinates"": [2.3824137, 48.84458069905175], ""type"": ""Point""}";n7645332899;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2022-10-01T02:00:00+02:00;
48.80348719905145,2.3319685999999997;"{""coordinates"": [2.3319686, 48.80348719905145], ""type"": ""Point""}";n9196734646;NON;4;;public;NON;NON;arceaux;94003;Arcueil;2021-11-01T01:00:00+01:00;
48.88994069905205,2.3220395999999996;"{""coordinates"": [2.3220396, 48.88994069905205], ""type"": ""Point""}";n5679775090;NON;8;;public;NON;NON;arceaux;75117;17e Arrondissement;2018-06-01T02:00:00+02:00;
48.81038929905151,2.3009278999999996;"{""coordinates"": [2.3009279, 48.81038929905151], ""type"": ""Point""}";w1121220469;OUI;56;;clientele;NON;NON;arceaux;92020;Châtillon;2022-12-01T01:00:00+01:00;
49.02440249905296,2.2276526000000003;"{""coordinates"": [2.2276526, 49.02440249905296], ""type"": ""Point""}";n6361882553;NON;4;;public;NON;NON;arceaux;95607;Taverny;2021-11-01T01:00:00+01:00;
48.81399169905154,2.347482699999999;"{""coordinates"": [2.3474827, 48.81399169905154], ""type"": ""Point""}";n5885511233;NON;6;;public;NON;NON;arceaux;94037;Gentilly;2023-01-01T01:00:00+01:00;
48.70110829905077,2.3706778000000006;"{""coordinates"": [2.3706778, 48.70110829905077], ""type"": ""Point""}";n5809512362;NON;6;;public;NON;NON;arceaux;91027;Athis-Mons;2021-01-01T01:00:00+01:00;
48.810367099051504,2.1341852000000006;"{""coordinates"": [2.1341852, 48.810367099051504], ""type"": ""Point""}";n8157983022;NON;6;;public;NON;NON;arceaux;78646;Versailles;2020-11-01T01:00:00+01:00;
48.61780569905025,2.0282031000000007;"{""coordinates"": [2.0282031, 48.61780569905025], ""type"": ""Point""}";n5922556810;NON;2;;public;NON;NON;arceaux;78087;Bonnelles;2018-09-01T02:00:00+02:00;
48.91424979905221,2.2290261999999994;"{""coordinates"": [2.2290262, 48.91424979905221], ""type"": ""Point""}";n4112164943;NON;8;;public;NON;NON;arceaux;92025;Colombes;2019-05-01T02:00:00+02:00;
48.92433759905228,2.1906932999999995;"{""coordinates"": [2.1906933, 48.92433759905228], ""type"": ""Point""}";n8755499391;NON;4;;public;NON;NON;arceaux;78311;Houilles;2021-05-01T02:00:00+02:00;
48.85874599905183,2.383494899999999;"{""coordinates"": [2.3834949, 48.85874599905183], ""type"": ""Point""}";n8691092912;NON;0;;public;NON;NON;autres;75111;11e Arrondissement;2021-05-01T02:00:00+02:00;
48.72199529905093,2.2722026999999994;"{""coordinates"": [2.2722027, 48.72199529905093], ""type"": ""Point""}";n5545946693;OUI;5;;clientele;NON;NON;ratelier;91377;Massy;2018-04-01T02:00:00+02:00;
48.87722159905196,2.3445635999999994;"{""coordinates"": [2.3445636, 48.87722159905196], ""type"": ""Point""}";n5679788567;NON;8;;public;NON;NON;arceaux;75109;9e Arrondissement;2018-06-01T02:00:00+02:00;
48.840425499051705,2.287906899999999;"{""coordinates"": [2.2879069, 48.840425499051705], ""type"": ""Point""}";n8401689889;NON;8;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-02-01T01:00:00+01:00;
48.84945879905179,2.2141530999999994;"{""coordinates"": [2.2141531, 48.84945879905179], ""type"": ""Point""}";n9880732215;NON;22;;public;NON;NON;arceaux;92064;Saint-Cloud;2022-07-01T02:00:00+02:00;
48.73610049905101,2.2612264000000004;"{""coordinates"": [2.2612264, 48.73610049905101], ""type"": ""Point""}";n2332444348;NON;10;;public;NON;NON;arceaux;91377;Massy;2022-10-01T02:00:00+02:00;
48.769836899051256,2.0376808999999994;"{""coordinates"": [2.0376809, 48.769836899051256], ""type"": ""Point""}";n5664200225;NON;8;;public;NON;NON;arceaux;78423;Montigny-le-Bretonneux;2022-09-01T02:00:00+02:00;
48.86306349905188,2.388423099999999;"{""coordinates"": [2.3884231, 48.86306349905188], ""type"": ""Point""}";n10674441691;NON;8;;public;NON;NON;arceaux;75120;20e Arrondissement;2023-02-01T01:00:00+01:00;
48.891104799052066,2.330939499999999;"{""coordinates"": [2.3309395, 48.891104799052066], ""type"": ""Point""}";n5623107434;NON;0;;public;NON;NON;arceaux;75118;18e Arrondissement;2021-07-01T02:00:00+02:00;
48.834880899051676,2.2892558999999997;"{""coordinates"": [2.2892559, 48.834880899051676], ""type"": ""Point""}";n5628186437;NON;10;;public;NON;NON;inconnu;75115;15e Arrondissement;2018-05-01T02:00:00+02:00;
48.79146769905138,2.2869001999999994;"{""coordinates"": [2.2869002, 48.79146769905138], ""type"": ""Point""}";n7765670214;NON;12;;public;NON;NON;arceaux;92032;Fontenay-aux-Roses;2021-06-01T02:00:00+02:00;
48.88066029905198,2.3770620999999994;"{""coordinates"": [2.3770621, 48.88066029905198], ""type"": ""Point""}";n4904815601;NON;28;;public;NON;NON;arceaux;75119;19e Arrondissement;2017-06-01T02:00:00+02:00;
48.8517341990518,2.348850299999999;"{""coordinates"": [2.3488503, 48.8517341990518], ""type"": ""Point""}";n8188109106;NON;8;;public;NON;NON;autres;75105;5e Arrondissement;2021-11-01T01:00:00+01:00;
48.907209499052165,2.3624077;"{""coordinates"": [2.3624077, 48.907209499052165], ""type"": ""Point""}";n6118873085;NON;11;;public;NON;NON;arceaux;93066;Saint-Denis;2020-12-01T01:00:00+01:00;
48.880216599051984,2.3988280000000004;"{""coordinates"": [2.398828, 48.880216599051984], ""type"": ""Point""}";n3679615753;NON;6;;public;NON;NON;arceaux;75119;19e Arrondissement;2015-08-01T02:00:00+02:00;
48.95565519905248,2.3585075999999985;"{""coordinates"": [2.3585076, 48.95565519905248], ""type"": ""Point""}";n7814777525;NON;10;;public;NON;NON;arceaux;93059;Pierrefitte-sur-Seine;2022-10-01T02:00:00+02:00;
48.80595475347593,2.6182792391963288;"{""coordinates"": [2.618279239196329, 48.80595475347593], ""type"": ""Point""}";w674995690;OUI;60;;clientele;OUI;NON;arceaux;77373;Pontault-Combault;2021-10-01T02:00:00+02:00;
48.82579009905161,2.3264378999999997;"{""coordinates"": [2.3264379, 48.82579009905161], ""type"": ""Point""}";n5628642423;NON;2;;public;NON;NON;arceaux;75114;14e Arrondissement;2023-02-01T01:00:00+01:00;
48.85560159905181,2.371699899999998;"{""coordinates"": [2.3716999, 48.85560159905181], ""type"": ""Point""}";n4745857083;NON;10;;public;NON;NON;arceaux;75111;11e Arrondissement;2022-08-01T02:00:00+02:00;
48.88395699905202,2.3750220999999985;"{""coordinates"": [2.3750221, 48.88395699905202], ""type"": ""Point""}";n5627507646;NON;2;;public;NON;NON;arceaux;75119;19e Arrondissement;2022-07-01T02:00:00+02:00;
48.884889299052006,2.4318942999999997;"{""coordinates"": [2.4318943, 48.884889299052006], ""type"": ""Point""}";n8328768537;NON;8;;public;NON;NON;arceaux;93063;Romainville;2021-01-01T01:00:00+01:00;
48.9126976990522,2.261157199999999;"{""coordinates"": [2.2611572, 48.9126976990522], ""type"": ""Point""}";n9278258579;NON;16;;public;NON;NON;arceaux;92009;Bois-Colombes;2021-11-01T01:00:00+01:00;
48.83197639905167,2.3979127999999994;"{""coordinates"": [2.3979128, 48.83197639905167], ""type"": ""Point""}";n2739184606;NON;8;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05-01T02:00:00+02:00;
48.8983311990521,2.2582484000000003;"{""coordinates"": [2.2582484, 48.8983311990521], ""type"": ""Point""}";n3535992693;NON;10;;public;NON;NON;ratelier;92026;Courbevoie;2015-05-01T02:00:00+02:00;
49.01875559905292,2.2177493999999993;"{""coordinates"": [2.2177494, 49.01875559905292], ""type"": ""Point""}";n6360675514;NON;5;;public;NON;NON;ratelier;95607;Taverny;2021-10-01T02:00:00+02:00;
48.80937609905152,2.2917044999999994;"{""coordinates"": [2.2917045, 48.80937609905152], ""type"": ""Point""}";n4783421221;NON;12;;public;NON;NON;arceaux;92020;Châtillon;2022-02-01T01:00:00+01:00;
48.880296099051975,2.2712182;"{""coordinates"": [2.2712182, 48.880296099051975], ""type"": ""Point""}";n7112542273;NON;10;;public;NON;NON;arceaux;92051;Neuilly-sur-Seine;2020-01-01T01:00:00+01:00;
48.87312239905193,2.3587679;"{""coordinates"": [2.3587679, 48.87312239905193], ""type"": ""Point""}";n2304319914;NON;8;;public;NON;NON;arceaux;75110;10e Arrondissement;2023-02-01T01:00:00+01:00;
48.73051909905099,2.4473011;"{""coordinates"": [2.4473011, 48.73051909905099], ""type"": ""Point""}";n6335000171;NON;12;;public;NON;NON;arceaux;94078;Villeneuve-Saint-Georges;2019-03-01T01:00:00+01:00;
48.86631179905188,2.332846399999999;"{""coordinates"": [2.3328464, 48.86631179905188], ""type"": ""Point""}";n5625240491;NON;6;;public;NON;NON;arceaux;75101;1er Arrondissement;2021-06-01T02:00:00+02:00;
48.8991488990521,2.337224400000001;"{""coordinates"": [2.3372244, 48.8991488990521], ""type"": ""Point""}";n8700931992;NON;22;;public;NON;NON;arceaux;75118;18e Arrondissement;2021-05-01T02:00:00+02:00;
48.8549173990518,2.6284284999999996;"{""coordinates"": [2.6284285, 48.8549173990518], ""type"": ""Point""}";n7988690314;NON;3;;public;NON;NON;arceaux;77337;Noisiel;2020-10-01T02:00:00+02:00;
48.91362640750626,2.2582418826891937;"{""coordinates"": [2.258241882689194, 48.91362640750626], ""type"": ""Point""}";w1005626445;OUI;40;;clientele;OUI;NON;inconnu;92009;Bois-Colombes;2022-01-01T01:00:00+01:00;
48.83270469905166,2.370777699999999;"{""coordinates"": [2.3707777, 48.83270469905166], ""type"": ""Point""}";n3526444336;NON;6;;public;NON;NON;arceaux;75113;13e Arrondissement;2020-01-01T01:00:00+01:00;
48.875655899051964,2.288586799999999;"{""coordinates"": [2.2885868, 48.875655899051964], ""type"": ""Point""}";n5319181153;NON;8;;public;NON;NON;arceaux;75116;16e Arrondissement;2018-01-01T01:00:00+01:00;
48.928964299052296,1.8650088999999992;"{""coordinates"": [1.8650089, 48.928964299052296], ""type"": ""Point""}";n10596154291;NON;10;;public;NON;NON;arceaux;78049;Bazemont;2023-01-01T01:00:00+01:00;
48.823548399051596,1.992584899999999;"{""coordinates"": [1.9925849, 48.823548399051596], ""type"": ""Point""}";n10225444813;NON;5;;public;NON;NON;inconnu;78165;Les Clayes-sous-Bois;2022-11-01T01:00:00+01:00;
48.866029899051874,2.296556899999999;"{""coordinates"": [2.2965569, 48.866029899051874], ""type"": ""Point""}";n9200026224;NON;16;;public;NON;NON;arceaux;75116;16e Arrondissement;2021-10-01T02:00:00+02:00;
49.028259399052985,2.0793449999999987;"{""coordinates"": [2.079345, 49.028259399052985], ""type"": ""Point""}";n10249714110;NON;10;;public;NON;NON;arceaux;95127;Cergy;2022-12-01T01:00:00+01:00;
48.73267169905101,2.3702139;"{""coordinates"": [2.3702139, 48.73267169905101], ""type"": ""Point""}";n6431419028;NON;18;;public;NON;NON;arceaux;94054;Orly;2019-04-01T02:00:00+02:00;
48.7790570990513,2.3355352000000003;"{""coordinates"": [2.3355352, 48.7790570990513], ""type"": ""Point""}";n4270117151;NON;6;;public;NON;NON;arceaux;94038;L'Haÿ-les-Roses;2019-09-01T02:00:00+02:00;
48.85046869905177,2.375692499999999;"{""coordinates"": [2.3756925, 48.85046869905177], ""type"": ""Point""}";n5630714250;NON;24;;public;NON;NON;arceaux;75112;12e Arrondissement;2020-11-01T01:00:00+01:00;
48.84331499905173,2.581995;"{""coordinates"": [2.581995, 48.84331499905173], ""type"": ""Point""}";n9998689312;NON;12;;public;NON;NON;arceaux;77083;Champs-sur-Marne;2022-09-01T02:00:00+02:00;
48.82000759905158,2.365338899999999;"{""coordinates"": [2.3653389, 48.82000759905158], ""type"": ""Point""}";n8709471610;NON;14;;public;NON;NON;arceaux;75113;13e Arrondissement;2022-02-01T01:00:00+01:00;
48.722510499050934,2.2676532999999983;"{""coordinates"": [2.2676533, 48.722510499050934], ""type"": ""Point""}";n2831922259;NON;14;;public;NON;NON;arceaux;91377;Massy;2021-05-01T02:00:00+02:00;
48.645813499050426,2.4012608;"{""coordinates"": [2.4012608, 48.645813499050426], ""type"": ""Point""}";n3987601531;NON;8;;public;NON;NON;ratelier;91521;Ris-Orangis;2016-03-01T01:00:00+01:00;
48.81949769905156,2.3636993999999993;"{""coordinates"": [2.3636994, 48.81949769905156], ""type"": ""Point""}";n8709471612;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-11-01T01:00:00+01:00;
48.84688659905176,2.2352350999999997;"{""coordinates"": [2.2352351, 48.84688659905176], ""type"": ""Point""}";n10601656611;NON;6;;public;NON;NON;arceaux;92012;Boulogne-Billancourt;2023-03-01T01:00:00+01:00;
48.829692999051645,2.375703599999999;"{""coordinates"": [2.3757036, 48.829692999051645], ""type"": ""Point""}";n2288399258;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2019-08-01T02:00:00+02:00;
48.84048599905171,2.2958748999999994;"{""coordinates"": [2.2958749, 48.84048599905171], ""type"": ""Point""}";n8027811672;NON;18;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-01-01T01:00:00+01:00;
48.89126959905206,2.339151;"{""coordinates"": [2.339151, 48.89126959905206], ""type"": ""Point""}";n7866222387;NON;22;;public;NON;NON;arceaux;75118;18e Arrondissement;2020-09-01T02:00:00+02:00;
48.826466899051624,2.221912399999999;"{""coordinates"": [2.2219124, 48.826466899051624], ""type"": ""Point""}";n10584247997;NON;6;;public;NON;NON;arceaux;92072;Sèvres;2023-01-01T01:00:00+01:00;
48.89396499905207,2.216657299999999;"{""coordinates"": [2.2166573, 48.89396499905207], ""type"": ""Point""}";n9547240106;NON;6;;public;NON;NON;arceaux;92050;Nanterre;2022-03-01T01:00:00+01:00;
48.82777809905163,2.3299953999999996;"{""coordinates"": [2.3299954, 48.82777809905163], ""type"": ""Point""}";n10147919598;NON;8;;public;NON;NON;arceaux;75114;14e Arrondissement;2022-11-01T01:00:00+01:00;
48.812079199051524,2.474400199999999;"{""coordinates"": [2.4744002, 48.812079199051524], ""type"": ""Point""}";n9173323237;NON;8;;public;NON;NON;inconnu;94068;Saint-Maur-des-Fossés;2022-01-01T01:00:00+01:00;
48.82606889905162,2.3411084999999994;"{""coordinates"": [2.3411085, 48.82606889905162], ""type"": ""Point""}";n8944210359;NON;0;;public;NON;NON;autres;75114;14e Arrondissement;2021-07-01T02:00:00+02:00;
48.734000699050995,2.2927744999999997;"{""coordinates"": [2.2927745, 48.734000699050995], ""type"": ""Point""}";n4197351676;NON;4;;public;NON;NON;arceaux;91377;Massy;2016-05-01T02:00:00+02:00;
48.890314999052045,2.3515021999999988;"{""coordinates"": [2.3515022, 48.890314999052045], ""type"": ""Point""}";n7485847198;NON;8;;public;NON;NON;inconnu;75118;18e Arrondissement;2020-05-01T02:00:00+02:00;
48.8528729990518,2.4251430999999997;"{""coordinates"": [2.4251431, 48.8528729990518], ""type"": ""Point""}";n2353653277;NON;4;;public;NON;NON;arceaux;93048;Montreuil;2020-11-01T01:00:00+01:00;
48.620067699050246,2.543448;"{""coordinates"": [2.543448, 48.620067699050246], ""type"": ""Point""}";n9811330146;NON;0;;public;NON;NON;ratelier;77251;Lieusaint;2023-03-01T01:00:00+01:00;
48.807825599051505,2.494566299999998;"{""coordinates"": [2.4945663, 48.807825599051505], ""type"": ""Point""}";n2503026473;NON;78;;public;NON;NON;arceaux;94068;Saint-Maur-des-Fossés;2022-03-01T01:00:00+01:00;
48.8541367990518,2.4411997999999993;"{""coordinates"": [2.4411998, 48.8541367990518], ""type"": ""Point""}";n7648933499;NON;4;;public;NON;NON;arceaux;93048;Montreuil;2021-05-01T02:00:00+02:00;
48.82904449905165,2.224986299999999;"{""coordinates"": [2.2249863, 48.82904449905165], ""type"": ""Point""}";n6394686866;NON;4;;public;NON;NON;arceaux;92072;Sèvres;2020-06-01T02:00:00+02:00;
48.889631599052045,2.2899856;"{""coordinates"": [2.2899856, 48.889631599052045], ""type"": ""Point""}";n5263954655;NON;12;;public;NON;NON;arceaux;92044;Levallois-Perret;2017-12-01T01:00:00+01:00;
48.79771009905143,2.464597799999999;"{""coordinates"": [2.4645978, 48.79771009905143], ""type"": ""Point""}";n9710165520;NON;6;;public;NON;NON;arceaux;94028;Créteil;2022-05-01T02:00:00+02:00;
48.893263399052074,2.388433499999999;"{""coordinates"": [2.3884335, 48.893263399052074], ""type"": ""Point""}";n4321726757;NON;10;;public;NON;NON;arceaux;75119;19e Arrondissement;2016-07-01T02:00:00+02:00;
48.60809759905016,2.297481799999999;"{""coordinates"": [2.2974818, 48.60809759905016], ""type"": ""Point""}";n9762415553;NON;4;;public;NON;NON;arceaux;91103;Brétigny-sur-Orge;2022-05-01T02:00:00+02:00;
48.83020419905164,2.2776220999999994;"{""coordinates"": [2.2776221, 48.83020419905164], ""type"": ""Point""}";n6670000849;NON;12;;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2021-06-01T02:00:00+02:00;
48.87611019905196,2.3883129999999992;"{""coordinates"": [2.388313, 48.87611019905196], ""type"": ""Point""}";n4426107371;NON;10;;public;NON;NON;arceaux;75119;19e Arrondissement;2018-05-01T02:00:00+02:00;
48.94594653588872,2.1447216696452043;"{""coordinates"": [2.144721669645204, 48.94594653588872], ""type"": ""Point""}";w1022643773;NON;0;;public;NON;NON;arceaux;78358;Maisons-Laffitte;2022-01-01T01:00:00+01:00;
48.83696119905168,2.4207143999999987;"{""coordinates"": [2.4207144, 48.83696119905168], ""type"": ""Point""}";n10652753366;NON;10;;public;NON;NON;arceaux;94067;Saint-Mandé;2023-02-01T01:00:00+01:00;
48.85021109905178,2.295334899999999;"{""coordinates"": [2.2953349, 48.85021109905178], ""type"": ""Point""}";n7599478976;NON;10;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-07-01T02:00:00+02:00;
48.82992849905165,2.3044864999999994;"{""coordinates"": [2.3044865, 48.82992849905165], ""type"": ""Point""}";n7555703004;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2020-05-01T02:00:00+02:00;
48.70978819905084,2.226931799999999;"{""coordinates"": [2.2269318, 48.70978819905084], ""type"": ""Point""}";n3659331151;NON;2;;public;NON;NON;arceaux;91477;Palaiseau;2021-01-01T01:00:00+01:00;
48.83767299905169,2.2755532000000005;"{""coordinates"": [2.2755532, 48.83767299905169], ""type"": ""Point""}";n8401689874;NON;8;;public;NON;NON;autres;75115;15e Arrondissement;2021-02-01T01:00:00+01:00;
