geo_point_2d;geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;insee_com;nom_com;date_modif;notes
48.81216219905152,2.5458340999999995;"{""coordinates"": [2.5458341, 48.81216219905152], ""type"": ""Point""}";n8390837647;NON;4;;public;NON;NON;arceaux;94017;Champigny-sur-Marne;2021-02-01T01:00:00+01:00;
48.89241269905205,2.4474474000000006;"{""coordinates"": [2.4474474, 48.89241269905205], ""type"": ""Point""}";n5039377328;NON;10;;public;NON;NON;inconnu;93053;Noisy-le-Sec;2017-08-01T02:00:00+02:00;
48.815028499051536,2.2469969;"{""coordinates"": [2.2469969, 48.815028499051536], ""type"": ""Point""}";n1548662521;NON;10;;public;NON;NON;arceaux;92048;Meudon;2022-06-01T02:00:00+02:00;
48.77659619905129,2.4795166999999996;"{""coordinates"": [2.4795167, 48.77659619905129], ""type"": ""Point""}";n8784822118;NON;10;;public;NON;NON;arceaux;94011;Bonneuil-sur-Marne;2021-05-01T02:00:00+02:00;
48.8542966990518,2.3595961999999995;"{""coordinates"": [2.3595962, 48.8542966990518], ""type"": ""Point""}";n7904270485;NON;8;;public;NON;NON;arceaux;75104;4e Arrondissement;2023-03-01T01:00:00+01:00;
48.823635399051604,2.345300899999999;"{""coordinates"": [2.3453009, 48.823635399051604], ""type"": ""Point""}";n9779301818;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2022-06-01T02:00:00+02:00;
48.84713959905176,2.4137876;"{""coordinates"": [2.4137876, 48.84713959905176], ""type"": ""Point""}";n5630745393;NON;8;;public;NON;NON;inconnu;75120;20e Arrondissement;2018-05-01T02:00:00+02:00;
48.825911599051615,2.2779330999999994;"{""coordinates"": [2.2779331, 48.825911599051615], ""type"": ""Point""}";n8859510518;NON;10;;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2022-03-01T01:00:00+01:00;
48.86348579905185,2.4499648999999986;"{""coordinates"": [2.4499649, 48.86348579905185], ""type"": ""Point""}";n7632792986;NON;6;;public;NON;NON;arceaux;93048;Montreuil;2020-06-01T02:00:00+02:00;
48.745968299051086,2.268606599999999;"{""coordinates"": [2.2686066, 48.745968299051086], ""type"": ""Point""}";n8569000312;NON;4;;public;NON;NON;arceaux;91645;Verrières-le-Buisson;2021-03-01T01:00:00+01:00;
48.733060499051,2.1983452;"{""coordinates"": [2.1983452, 48.733060499051], ""type"": ""Point""}";n8753608865;NON;2;;public;NON;NON;arceaux;91635;Vauhallan;2021-05-01T02:00:00+02:00;
48.82939529905165,2.349668499999999;"{""coordinates"": [2.3496685, 48.82939529905165], ""type"": ""Point""}";n8173956685;NON;8;;public;NON;NON;arceaux;75113;13e Arrondissement;2020-12-01T01:00:00+01:00;
48.83717709905168,2.259397399999999;"{""coordinates"": [2.2593974, 48.83717709905168], ""type"": ""Point""}";n8458575898;NON;12;;public;NON;NON;arceaux;75116;16e Arrondissement;2021-02-01T01:00:00+01:00;
48.98328079905267,2.2462653999999995;"{""coordinates"": [2.2462654, 48.98328079905267], ""type"": ""Point""}";n6362222106;NON;2;;public;NON;NON;arceaux;95219;Ermont;2021-11-01T01:00:00+01:00;
48.79447249905141,2.335028299999999;"{""coordinates"": [2.3350283, 48.79447249905141], ""type"": ""Point""}";n4271880560;OUI;4;;public;NON;NON;arceaux;94016;Cachan;2020-03-01T01:00:00+01:00;
48.84272049905173,2.3427706;"{""coordinates"": [2.3427706, 48.84272049905173], ""type"": ""Point""}";n8493135700;NON;10;;public;NON;NON;autres;75105;5e Arrondissement;2022-07-01T02:00:00+02:00;
48.703040799050804,2.334049799999999;"{""coordinates"": [2.3340498, 48.703040799050804], ""type"": ""Point""}";n9543307981;NON;0;;public;NON;NON;inconnu;91432;Morangis;2022-02-01T01:00:00+01:00;
48.93169609905232,2.2881126999999992;"{""coordinates"": [2.2881127, 48.93169609905232], ""type"": ""Point""}";n7814608576;NON;20;;public;NON;NON;arceaux;92036;Gennevilliers;2020-11-01T01:00:00+01:00;
48.99232589905274,2.2188647000000006;"{""coordinates"": [2.2188647, 48.99232589905274], ""type"": ""Point""}";n6362603874;NON;2;;public;NON;NON;arceaux;95252;Franconville;2021-11-01T01:00:00+01:00;
48.85455299905181,2.3366382999999993;"{""coordinates"": [2.3366383, 48.85455299905181], ""type"": ""Point""}";n7490010165;NON;12;;public;NON;NON;arceaux;75106;6e Arrondissement;2022-10-01T02:00:00+02:00;
48.84158789905169,2.2798126999999995;"{""coordinates"": [2.2798127, 48.84158789905169], ""type"": ""Point""}";n8401689878;NON;8;;public;NON;NON;autres;75115;15e Arrondissement;2022-06-01T02:00:00+02:00;
48.85590969905181,2.359102099999999;"{""coordinates"": [2.3591021, 48.85590969905181], ""type"": ""Point""}";n8044390308;OUI;6;;privee;NON;NON;abri;75104;4e Arrondissement;2022-02-01T01:00:00+01:00;
48.78078549905132,2.316037499999999;"{""coordinates"": [2.3160375, 48.78078549905132], ""type"": ""Point""}";n6513251009;NON;4;;public;NON;NON;arceaux;92014;Bourg-la-Reine;2022-10-01T02:00:00+02:00;
48.82999859905164,2.3503233999999993;"{""coordinates"": [2.3503234, 48.82999859905164], ""type"": ""Point""}";n10271706964;NON;12;;public;NON;NON;arceaux;75113;13e Arrondissement;2023-03-01T01:00:00+01:00;
48.82747519905163,2.2853628;"{""coordinates"": [2.2853628, 48.82747519905163], ""type"": ""Point""}";n8871252487;NON;8;;public;NON;NON;arceaux;92075;Vanves;2021-06-01T02:00:00+02:00;
48.56442379904989,2.542479799999999;"{""coordinates"": [2.5424798, 48.56442379904989], ""type"": ""Point""}";w262233860;OUI;8;;public;NON;NON;ancrage;77407;Saint-Fargeau-Ponthierry;2021-10-01T02:00:00+02:00;
48.837602699051686,2.631595299999999;"{""coordinates"": [2.6315953, 48.837602699051686], ""type"": ""Point""}";n10175811543;NON;6;;public;NON;NON;arceaux;77258;Lognes;2022-11-01T01:00:00+01:00;
48.90951449905217,2.156071799999999;"{""coordinates"": [2.1560718, 48.90951449905217], ""type"": ""Point""}";n5656522213;NON;8;;public;NON;NON;arceaux;78418;Montesson;2018-06-01T02:00:00+02:00;
48.800320099051454,2.3805349999999996;"{""coordinates"": [2.380535, 48.800320099051454], ""type"": ""Point""}";n8685614218;NON;5;;public;NON;NON;arceaux;94081;Vitry-sur-Seine;2021-05-01T02:00:00+02:00;
48.84945989905177,2.405240099999999;"{""coordinates"": [2.4052401, 48.84945989905177], ""type"": ""Point""}";n2376889318;NON;8;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-05-01T02:00:00+02:00;
48.83413569905166,2.4000169000000002;"{""coordinates"": [2.4000169, 48.83413569905166], ""type"": ""Point""}";n9457853919;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2022-01-01T01:00:00+01:00;
48.8674649990519,2.3728207999999995;"{""coordinates"": [2.3728208, 48.8674649990519], ""type"": ""Point""}";n7634536860;NON;8;;public;NON;NON;arceaux;75111;11e Arrondissement;2021-04-01T02:00:00+02:00;
48.823997999051606,2.3510179000000004;"{""coordinates"": [2.3510179, 48.823997999051606], ""type"": ""Point""}";n2650141001;NON;6;;public;NON;NON;arceaux;75113;13e Arrondissement;2022-11-01T01:00:00+01:00;
48.86059179905186,2.3095593;"{""coordinates"": [2.3095593, 48.86059179905186], ""type"": ""Point""}";n7599478948;NON;2;;public;NON;NON;inconnu;75107;7e Arrondissement;2020-06-01T02:00:00+02:00;
48.92392939876,2.39217881407035;"{""coordinates"": [2.39217881407035, 48.92392939876], ""type"": ""Point""}";w846479279;NON;28;;public;NON;NON;arceaux;93027;La Courneuve;2020-09-01T02:00:00+02:00;
48.860489999051865,2.3491918;"{""coordinates"": [2.3491918, 48.860489999051865], ""type"": ""Point""}";n6867830992;NON;10;;public;NON;NON;arceaux;75101;1er Arrondissement;2019-12-01T01:00:00+01:00;
48.82791219905162,2.322023499999999;"{""coordinates"": [2.3220235, 48.82791219905162], ""type"": ""Point""}";n7489625975;NON;8;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-01-01T01:00:00+01:00;
48.8661750990519,2.2184831999999988;"{""coordinates"": [2.2184832, 48.8661750990519], ""type"": ""Point""}";n8595737309;NON;8;;public;NON;NON;arceaux;92073;Suresnes;2021-04-01T02:00:00+02:00;
48.84701239905176,2.3691978000000007;"{""coordinates"": [2.3691978, 48.84701239905176], ""type"": ""Point""}";n2267747943;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05-01T02:00:00+02:00;
48.85530829905181,2.3378928999999995;"{""coordinates"": [2.3378929, 48.85530829905181], ""type"": ""Point""}";n10272923354;NON;16;;public;NON;NON;arceaux;75106;6e Arrondissement;2023-02-01T01:00:00+01:00;
48.897999699052086,2.1934031999999997;"{""coordinates"": [2.1934032, 48.897999699052086], ""type"": ""Point""}";n3073389140;NON;4;;public;NON;NON;arceaux;92050;Nanterre;2022-07-01T02:00:00+02:00;
48.91789659905224,2.2246127999999996;"{""coordinates"": [2.2246128, 48.91789659905224], ""type"": ""Point""}";n4112128726;NON;8;;public;NON;NON;arceaux;92025;Colombes;2016-04-01T02:00:00+02:00;
48.838039399051695,2.2630295000000005;"{""coordinates"": [2.2630295, 48.838039399051695], ""type"": ""Point""}";n8458575892;NON;14;;public;NON;NON;arceaux;75116;16e Arrondissement;2021-11-01T01:00:00+01:00;
48.98238839905268,2.2696436000000006;"{""coordinates"": [2.2696436, 48.98238839905268], ""type"": ""Point""}";n9352971175;NON;8;;public;NON;NON;arceaux;95219;Ermont;2021-12-01T01:00:00+01:00;
48.84813009905177,2.297970399999999;"{""coordinates"": [2.2979704, 48.84813009905177], ""type"": ""Point""}";n5628185753;NON;4;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-06-01T02:00:00+02:00;
48.8530784990518,2.4266615999999996;"{""coordinates"": [2.4266616, 48.8530784990518], ""type"": ""Point""}";n7649730487;OUI;10;;public;NON;NON;arceaux;93048;Montreuil;2020-11-01T01:00:00+01:00;
48.86040129905185,2.383347899999999;"{""coordinates"": [2.3833479, 48.86040129905185], ""type"": ""Point""}";n5568680969;NON;8;;public;NON;NON;arceaux;75111;11e Arrondissement;2018-04-01T02:00:00+02:00;
48.885263699052025,2.1948575999999993;"{""coordinates"": [2.1948576, 48.885263699052025], ""type"": ""Point""}";n5158432706;NON;6;;clientele;NON;NON;arceaux;92050;Nanterre;2023-03-01T01:00:00+01:00;
48.84783599905177,2.4258198999999996;"{""coordinates"": [2.4258199, 48.84783599905177], ""type"": ""Point""}";n4665757121;NON;12;10-12 Rue Massue;public;NON;NON;arceaux;94080;Vincennes;2021-01-01T01:00:00+01:00;
48.83004739905165,2.2515439999999987;"{""coordinates"": [2.251544, 48.83004739905165], ""type"": ""Point""}";n10595918392;NON;12;;public;OUI;NON;inconnu;92012;Boulogne-Billancourt;2023-01-01T01:00:00+01:00;
48.86783979905188,2.3781057999999997;"{""coordinates"": [2.3781058, 48.86783979905188], ""type"": ""Point""}";n5630763904;NON;30;;public;NON;NON;arceaux;75111;11e Arrondissement;2020-12-01T01:00:00+01:00;
48.82609829905161,2.3453034000000006;"{""coordinates"": [2.3453034, 48.82609829905161], ""type"": ""Point""}";n6862922695;NON;16;;public;NON;NON;arceaux;75113;13e Arrondissement;2019-10-01T02:00:00+02:00;
48.920668699052264,2.2960355;"{""coordinates"": [2.2960355, 48.920668699052264], ""type"": ""Point""}";n8536857347;NON;10;;public;NON;NON;arceaux;92036;Gennevilliers;2023-03-01T01:00:00+01:00;
48.84064799905171,2.247821799999999;"{""coordinates"": [2.2478218, 48.84064799905171], ""type"": ""Point""}";n10596526721;NON;8;;public;NON;NON;arceaux;92012;Boulogne-Billancourt;2023-03-01T01:00:00+01:00;
48.80284659905148,2.1290553999999995;"{""coordinates"": [2.1290554, 48.80284659905148], ""type"": ""Point""}";n8187932051;NON;4;;public;NON;NON;arceaux;78646;Versailles;2021-02-01T01:00:00+01:00;
48.840248099051706,2.369005;"{""coordinates"": [2.369005, 48.840248099051706], ""type"": ""Point""}";n8176207636;NON;6;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-01-01T01:00:00+01:00;
48.87250879905193,2.3679689999999995;"{""coordinates"": [2.367969, 48.87250879905193], ""type"": ""Point""}";n8339364054;NON;5;;public;NON;NON;arceaux;75110;10e Arrondissement;2022-11-01T01:00:00+01:00;
48.84765919905177,2.396905500000001;"{""coordinates"": [2.3969055, 48.84765919905177], ""type"": ""Point""}";n2177689664;NON;12;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05-01T02:00:00+02:00;
48.85140769905179,2.3446878999999994;"{""coordinates"": [2.3446879, 48.85140769905179], ""type"": ""Point""}";n8073822018;NON;6;;public;NON;NON;arceaux;75105;5e Arrondissement;2021-07-01T02:00:00+02:00;
48.79441209905141,2.4253702;"{""coordinates"": [2.4253702, 48.79441209905141], ""type"": ""Point""}";n6468198980;NON;10;;public;NON;NON;arceaux;94002;Alfortville;2019-05-01T02:00:00+02:00;
48.880665799051975,2.3341604;"{""coordinates"": [2.3341604, 48.880665799051975], ""type"": ""Point""}";n5625185248;NON;24;;public;NON;NON;arceaux;75109;9e Arrondissement;2022-06-01T02:00:00+02:00;
48.82728479905162,2.3449776999999994;"{""coordinates"": [2.3449777, 48.82728479905162], ""type"": ""Point""}";n5628678439;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-04-01T02:00:00+02:00;
48.469968799049276,2.698724899999999;"{""coordinates"": [2.6987249, 48.469968799049276], ""type"": ""Point""}";n10049153687;NON;6;;public;NON;NON;ratelier;77037;Bois-le-Roi;2022-09-01T02:00:00+02:00;
48.82669859905162,2.3416812000000005;"{""coordinates"": [2.3416812, 48.82669859905162], ""type"": ""Point""}";n10273461392;NON;10;;public;NON;NON;autres;75113;13e Arrondissement;2023-03-01T01:00:00+01:00;
48.82169499905158,2.2883329;"{""coordinates"": [2.2883329, 48.82169499905158], ""type"": ""Point""}";n5503897001;OUI;2;;public;NON;NON;casier;92075;Vanves;2021-12-01T01:00:00+01:00;
48.86434959905188,2.4003495000000004;"{""coordinates"": [2.4003495, 48.86434959905188], ""type"": ""Point""}";n4385209200;NON;12;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-05-01T02:00:00+02:00;
48.84402229905174,2.4388930999999996;"{""coordinates"": [2.4388931, 48.84402229905174], ""type"": ""Point""}";n9708641329;OUI;0;;clientele;NON;NON;ancrage;75112;12e Arrondissement;2022-05-01T02:00:00+02:00;
48.85134679905177,2.4620722999999995;"{""coordinates"": [2.4620723, 48.85134679905177], ""type"": ""Point""}";n8423264119;NON;6;;public;NON;NON;arceaux;94033;Fontenay-sous-Bois;2021-02-01T01:00:00+01:00;
49.03691319905305,2.0799994;"{""coordinates"": [2.0799994, 49.03691319905305], ""type"": ""Point""}";n10649568019;NON;6;;public;NON;NON;arceaux;95127;Cergy;2023-02-01T01:00:00+01:00;
48.85253889905179,2.308405299999999;"{""coordinates"": [2.3084053, 48.85253889905179], ""type"": ""Point""}";n10684221610;NON;20;;public;NON;NON;arceaux;75107;7e Arrondissement;2023-02-01T01:00:00+01:00;
48.820705099051565,2.4148444;"{""coordinates"": [2.4148444, 48.820705099051565], ""type"": ""Point""}";n8734966275;NON;4;;public;NON;NON;arceaux;94018;Charenton-le-Pont;2021-05-01T02:00:00+02:00;
48.84864699905177,2.2906795999999985;"{""coordinates"": [2.2906796, 48.84864699905177], ""type"": ""Point""}";n5628185746;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2022-08-01T02:00:00+02:00;
48.872501899051926,2.398520699999999;"{""coordinates"": [2.3985207, 48.872501899051926], ""type"": ""Point""}";n5319181143;NON;8;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-05-01T02:00:00+02:00;
48.89903039905211,2.3763057;"{""coordinates"": [2.3763057, 48.89903039905211], ""type"": ""Point""}";n5596102085;NON;6;;public;NON;NON;arceaux;75119;19e Arrondissement;2022-03-01T01:00:00+01:00;
48.8989192990521,2.3211753;"{""coordinates"": [2.3211753, 48.8989192990521], ""type"": ""Point""}";n7247753763;NON;10;;public;NON;NON;arceaux;75117;17e Arrondissement;2021-09-01T02:00:00+02:00;
48.721918399050935,2.2684368999999993;"{""coordinates"": [2.2684369, 48.721918399050935], ""type"": ""Point""}";n5152181517;NON;6;;public;NON;NON;arceaux;91377;Massy;2022-10-01T02:00:00+02:00;
48.88840989905203,2.2990716000000004;"{""coordinates"": [2.2990716, 48.88840989905203], ""type"": ""Point""}";n7614492837;NON;4;;public;NON;NON;arceaux;75117;17e Arrondissement;2020-06-01T02:00:00+02:00;
48.80436649905147,2.1458964999999983;"{""coordinates"": [2.1458965, 48.80436649905147], ""type"": ""Point""}";n8145737614;NON;8;;public;NON;NON;arceaux;78646;Versailles;2020-11-01T01:00:00+01:00;
48.89083839905205,2.4074618999999986;"{""coordinates"": [2.4074619, 48.89083839905205], ""type"": ""Point""}";n8589505467;NON;10;;public;NON;NON;arceaux;93055;Pantin;2021-04-01T02:00:00+02:00;
49.05391729905316,2.0539284;"{""coordinates"": [2.0539284, 49.05391729905316], ""type"": ""Point""}";n10274192859;NON;8;;public;NON;NON;arceaux;95127;Cergy;2022-12-01T01:00:00+01:00;
48.90988079905217,1.8493921000000004;"{""coordinates"": [1.8493921, 48.90988079905217], ""type"": ""Point""}";n9105868436;NON;4;;public;NON;NON;arceaux;78380;Maule;2022-01-01T01:00:00+01:00;
48.878274899051966,2.3987431999999993;"{""coordinates"": [2.3987432, 48.878274899051966], ""type"": ""Point""}";n777136948;NON;20;;public;NON;NON;arceaux;75119;19e Arrondissement;2021-09-01T02:00:00+02:00;
48.87348359905195,2.3751661000000004;"{""coordinates"": [2.3751661, 48.87348359905195], ""type"": ""Point""}";n5613890103;NON;20;;public;NON;NON;arceaux;75110;10e Arrondissement;2021-10-01T02:00:00+02:00;
48.88725489905203,2.3510156000000006;"{""coordinates"": [2.3510156, 48.88725489905203], ""type"": ""Point""}";n10246698753;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2022-12-01T01:00:00+01:00;
48.84693079905176,2.399332999999999;"{""coordinates"": [2.399333, 48.84693079905176], ""type"": ""Point""}";n2253208248;NON;6;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05-01T02:00:00+02:00;
48.91377063249512,1.9192805812733504;"{""coordinates"": [1.91928058127335, 48.91377063249512], ""type"": ""Point""}";w915141388;NON;14;;public;NON;NON;arceaux;78010;Les Alluets-le-Roi;2023-03-01T01:00:00+01:00;
48.842876399051725,2.243525599999999;"{""coordinates"": [2.2435256, 48.842876399051725], ""type"": ""Point""}";n10601656615;NON;18;;public;OUI;NON;inconnu;92012;Boulogne-Billancourt;2023-02-01T01:00:00+01:00;
48.830460399051645,2.336662699999999;"{""coordinates"": [2.3366627, 48.830460399051645], ""type"": ""Point""}";n8025496110;NON;8;;public;NON;NON;autres;75114;14e Arrondissement;2022-11-01T01:00:00+01:00;
49.02843229905298,2.2052371999999987;"{""coordinates"": [2.2052372, 49.02843229905298], ""type"": ""Point""}";n8962631015;OUI;3;;public;NON;NON;ratelier;95607;Taverny;2021-08-01T02:00:00+02:00;
48.70026499905077,2.1873117;"{""coordinates"": [2.1873117, 48.70026499905077], ""type"": ""Point""}";n6859180792;NON;4;;public;NON;NON;arceaux;91471;Orsay;2022-03-01T01:00:00+01:00;
48.84475529905174,2.3546669999999987;"{""coordinates"": [2.354667, 48.84475529905174], ""type"": ""Point""}";n5628655349;NON;22;;public;NON;NON;arceaux;75105;5e Arrondissement;2022-07-01T02:00:00+02:00;
48.882781199052,2.3032402000000003;"{""coordinates"": [2.3032402, 48.882781199052], ""type"": ""Point""}";n8863494181;NON;0;;public;NON;NON;autres;75117;17e Arrondissement;2022-07-01T02:00:00+02:00;
48.80497989905148,2.4855523;"{""coordinates"": [2.4855523, 48.80497989905148], ""type"": ""Point""}";n3869803967;NON;12;;public;NON;NON;arceaux;94068;Saint-Maur-des-Fossés;2020-11-01T01:00:00+01:00;
48.72722239905095,2.1569456;"{""coordinates"": [2.1569456, 48.72722239905095], ""type"": ""Point""}";n5867522806;OUI;20;;public;NON;NON;arceaux;91534;Saclay;2022-07-01T02:00:00+02:00;
48.95901659905252,2.5104117999999986;"{""coordinates"": [2.5104118, 48.95901659905252], ""type"": ""Point""}";n1077616797;NON;10;;public;NON;NON;arceaux;93005;Aulnay-sous-Bois;2023-03-01T01:00:00+01:00;
48.83899969905169,2.2862708;"{""coordinates"": [2.2862708, 48.83899969905169], ""type"": ""Point""}";n7578087862;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2020-06-01T02:00:00+02:00;
48.823615999051604,2.361696699999999;"{""coordinates"": [2.3616967, 48.823615999051604], ""type"": ""Point""}";n8175981151;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-03-01T01:00:00+01:00;
48.92322269905227,2.2859910999999986;"{""coordinates"": [2.2859911, 48.92322269905227], ""type"": ""Point""}";n7845791567;NON;14;;public;NON;NON;arceaux;92004;Asnières-sur-Seine;2020-08-01T02:00:00+02:00;
48.8988992990521,2.3752486999999993;"{""coordinates"": [2.3752487, 48.8988992990521], ""type"": ""Point""}";n5627507629;NON;8;;public;NON;NON;arceaux;75119;19e Arrondissement;2022-08-01T02:00:00+02:00;
48.890168299052064,2.3953662999999996;"{""coordinates"": [2.3953663, 48.890168299052064], ""type"": ""Point""}";n5691535719;NON;14;;public;NON;NON;arceaux;75119;19e Arrondissement;2018-06-01T02:00:00+02:00;
49.00831979905285,2.058798;"{""coordinates"": [2.058798, 49.00831979905285], ""type"": ""Point""}";n5818948377;OUI;20;;clientele;NON;NON;inconnu;95323;Jouy-le-Moutier;2018-08-01T02:00:00+02:00;
48.95544429905249,2.2949823999999994;"{""coordinates"": [2.2949824, 48.95544429905249], ""type"": ""Point""}";n8863421394;NON;14;;public;NON;NON;arceaux;93031;Épinay-sur-Seine;2021-06-01T02:00:00+02:00;
48.86333209905186,2.368965199999999;"{""coordinates"": [2.3689652, 48.86333209905186], ""type"": ""Point""}";n2180504642;NON;10;;public;NON;NON;arceaux;75111;11e Arrondissement;2020-05-01T02:00:00+02:00;
48.858094299051814,2.3655007999999995;"{""coordinates"": [2.3655008, 48.858094299051814], ""type"": ""Point""}";n9921060117;NON;8;;public;NON;NON;arceaux;75103;3e Arrondissement;2023-04-01T02:00:00+02:00;
